情感值,Likert量值,句平均情感值,Likert量值,内容
-4,0,-2,0,物流速度大慢了！还没有用，不知道效果怎么样？
13.2,1,6.6,1,用了一天，别的先不说，去油效果非常好！过段时间再追加
0,0,0,0,试试再说
3.17,0,3.17,0,不知好不好用期待吧！
26,3,26,3,物流还算不错，还有赠品，不错
0,0,0,0,太小了
3,0,3,0,一般还行
6,1,6,1,还行
8.4,1,8.4,1,货物收到，还送了香皂架和澡巾，就是快递有点差，昨天不送货，还楞说是客户不上班？
4.2,0,4.2,0,蛮好看的，味道不好闻，至于效果嘛，要用用才知道
0,0,0,0,还可以吧
0,0,0,0,2016/4/6
-0.7,0,-0.7,0,刚用，泡沫还真多，有中草药味道，效果有待检验！
0,0,0,0,2016/4/29
19.45,2,19.45,2,挺好的，用过背上出油没以前那么严重了，挺舒服的
4,0,4,0,这个季德胜皂虽贵，但质量是不错。
9,1,9,1,用了两周了，感觉东西还不错～～～
24,2,24,2,不错，挺好的，非常好。
11,1,11,1,期待效果
0,0,0,0,刚刚收到
27.2,3,27.2,3,很没用，希望有效果，美美哒！
0,0,0,0,可以
6.6,1,6.6,1,购物上京东，就行了！
11,1,11,1,期待效果
6.8,1,3.4,0,不知道是我拍的时候没看清楚还是怎么回事，我拍的时候印象中是粘贴的药膏片，结果收到之后是一块肥皂，让我惊呆了。效果要用一段时间才能知道怎样，希望这么贵的香皂不会再让我失望吧
17,2,5.67,1,因为身上总痒，才买的。刚用二次，有点改善，继续使用中，东西不错；物流也很快
10.8,1,10.8,1,这个看着小了点味道还好蛮香还没有用过用过了好用再追加评论。
6,1,6,1,好
18,2,18,2,还不错，控油效果好，就是小了些
9,1,9,1,还没用，看样子还不错
0,0,0,0,没用
0,0,0,0,88888
6,1,6,1,挺好的
6,1,6,1,好
0,0,0,0,还可以还可以
-1.6,0,-1.6,0,有种中药味，不知道用了在样
0,0,0,0,可以！
-8,-1,-8,-1,不咋地
17.62,2,8.81,1,昨日傍晚自提商品，因为送货员早上打电话来正好我在外面，要他等一会儿送到家，结果我赶回家等他半天，打电话给他才知道他走了，在京东购物这么长时间，送货员一个比一个差，不送上楼就算，连招呼都不打就走真是差!!商品未用侍评，赠品少了个网多了个木垫，谢!
0,0,0,0,用着还可以
7,1,7,1,咪使用，期望中。
11.2,1,5.6,1,不错?很实惠
6,1,6,1,还没用，闻着味道还行
-5,0,-5,0,效果不理想
9,1,9,1,效果好
6,1,6,1,洗完好多了
0,0,0,0,还没用。。。。。。
0,0,0,0,好?
12.2,1,12.2,1,很好用，好！
0,0,0,0,草药味很浓
0,0,0,0,我哦呦喂在真做最做最
6,1,6,1,好
6,1,6,1,还没有用，感觉还好吧
0,0,0,0,货到了，还没用
0,0,0,0,可以
7,1,7,1,满意
0,0,0,0,拿到了
6,1,6,1,好
3.3,0,3.3,0,拿到手就洗了下脸、感觉效果还可以！
0,0,0,0,嗯
-0.96,0,-0.48,0,就会变成这样了？我是有点不知道
25,2,25,2,小巧玲珑还没有使用，希望有效果
-2.4,0,-2.4,0,还没用，不知效果如何
9,1,9,1,看着还不错还没用
7.8,1,7.8,1,用了，感觉还行，有点效果，继续使用中
4.6,0,4.6,0,感觉不错的东西，只是还没有用，不知道效果如何！
8,1,8,1,还没用，问着味蛮香的
6.6,1,6.6,1,质量还行！！！！！！！
17.6,2,8.8,1,用了一次，还不错，洗完没其他香皂那么干。身上本来就没螨虫，觉得价格便宜就买来试试，家里有小孩所以预防为主。
0,0,0,0,刚收到货，还没用，送了我一个起泡网，用过再评价值不值
6.8,1,6.8,1,不知道是不是真有效 反正最近背部没长痘了！
9.8,1,9.8,1,很满意
0,0,0,0,呼啦啦
4.4,0,4.4,0,味道很好闻  还没用 不知道效果怎么样 会追评的 价格高
6.6,1,6.6,1,挺好！
13.2,1,13.2,1,好用值得买！
12.6,1,6.3,1,很不错哦哦。今天用了。
9.5,1,9.5,1,刚刚到，还没有用不知道效果怎么样，快递有点慢，，，
13.5,1,13.5,1,非常不错的商品，放在厕所还可以避味道！
3,0,3,0,效果还可以
0,0,0,0,嘿嘿?
1.8,0,0.6,0,用过才来评价的。感觉有点效果。下次还会在来。
-1.6,0,-1.6,0,还没用，不知道怎么样？
2,0,2,0,刚收到用过才知道质量
-1.6,0,-1.6,0,没试，还不知道怎样
4.8,0,4.8,0,没什么差别的感觉，现在都是炒概念了
5,0,5,0,还没用，不知道效果怎么样，感觉包装还不错
8.4,1,8.4,1,很好。
27.8,3,27.8,3,用上了，很舒服，很细腻，应该好用。
-3,0,-3,0,看上去一般，用了再说
-3.65,0,-3.65,0,泡沫很多，就是不知道有没有效果？
0,0,0,0,可以
18.52,2,6.17,1,我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题，至少85分以上，而比较垃圾的产品，我绝对不会偷懒到复制粘贴评价，我绝对会用心的差评，这样其他消费者在购买的时候会作为参考，会影响该商品销量，而商家也会因此改进商品质量。
14,1,4.67,0,收到还没用。用后再追加评论。希望有效。
-1.6,0,-1.6,0,才用一次，不知道长期会有效果不
3,0,3,0,开始使用了，效果有待验证。
6,1,6,1,好小
32.8,3,32.8,3,用着很舒服，很不错，大家可以放心购买
19.6,2,19.6,2,很好，很喜欢，用完继续购买
0,0,0,0,?体力去看看去……我的心态和
4,0,2,0,为什么那么贵？邮政快递很慢，刚到还没用
0,0,0,0,感觉还可以吧
2.6,0,2.6,0,质量一般般，可以用就行了！
7,1,7,1,满意
-7,-1,-7,-1,包装盒被开过，而且还是烂的
26,3,26,3,不错的商品，价廉物美，值得购买。
10.8,1,10.8,1,东西不错，用了有点效果。
-7.2,-1,-7.2,-1,邮政真的有点慢哦，广东到广西竟然用了4天，还没试过看着还不错
6,1,6,1,刚用了一下，感觉挺好
0,0,0,0,还没用，看看效果吧?
0,0,0,0,没什么感觉
0.32,0,0.32,0,货刚刚收到，还不知道有没有效果
15,1,15,1,是我用过唯一觉得有效果的香皂，以后会一直买吧
9.2,1,9.2,1,还没用，看评价有说好也有说不好的，用了才知道！
-2.4,0,-2.4,0,用了一段时光没什么效果
12.8,1,12.8,1,宝贝，收到了有点浅淡甜香和药味，试试看！
12,1,12,1,用过了效果不错
0,0,0,0,h
5.6,1,5.6,1,物流很快
13.4,1,13.4,1,东西不错，闻着味道很清香，不知道效果如何，等用了一段时间再追评！
0,0,0,0,小小的，还没用。
15.4,2,15.4,2,产品可以，很好用满意。
6.6,1,6.6,1,还行吧！！！！！！！
9,1,9,1,使用后再评，外观看行，就看效果了。
4,0,4,0,ok
0,0,0,0,可以
6,1,6,1,还好吧，用段时间看看
6,1,6,1,还没用，看着还行
0,0,0,0,嗯
21,2,7,1,期待好用吧，看起来不错。搞活动时买的。划算
-7.2,-1,-7.2,-1,不知道有效果没，试试看
11,1,5.5,1,第一次知道有除螨皂，买来试用一下。效果好的话还会再买的。
16.4,2,16.4,2,己经用过一次，效果很好。
6,1,6,1,好。。。。。。。。。。。。。
-8,-1,-8,-1,还没用呢9名嘻嘻嘻嘻
0.8,0,0.4,0,就那样吧，没有欧莱雅好用。两星给快递小哥
13,1,13,1,给朋友买的，希望她衣服好起来
0,0,0,0,???????
11.2,1,11.2,1,洗的很舒服，东西非常好。
192,3,192,3,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好
31.8,3,31.8,3,第二次购买这家的香皂 感觉不错 中草药配方 安全无刺激
0,0,0,0,刚拿到货，试试
3.51,0,3.51,0,有点花草香，效果也不是很好。
8.4,1,8.4,1,产品很好
13.2,1,13.2,1,还好还好！
11,1,11,1,刚刚收到，期待效果，有一块散开了
4,0,4,0,OK
4.4,0,4.4,0,已收到，包装的很好，就是不知道效果怎么样
14,1,14,1,好东西，点个赞
9,1,9,1,刚收到还没用，应该还不错吧
-7,-1,-3.5,0,洗了爽歪歪……身上红豆豆没了
6,1,6,1,用着感觉挺好的
9.9,1,9.9,1,肥皂已经收到了，用了之后感觉还不错！！！
21.9,2,21.9,2,买回用了一次，效果还不错，效果挺好的！
9,1,9,1,东东己收到，使用后感觉非常好。
14,1,14,1,气味还好，泡沫丰富但也容易清洗，至于效果就不得知了，用段时间先。
6,1,6,1,还行
0,0,0,0,还没有用。
0,0,0,0,..............
6,1,6,1,刚刚收到，用了一次如果好的话还会再来
-14.6,-1,-7.3,-1,貌似有用，洗过后鼻子很少痒了。应该是把螨虫杀死了吧。
8,1,2.67,0,用起来挺舒服的。下次还会购买！！顶一个！！！
6,1,6,1,还行
6,1,6,1,用了两次，还行
22.6,2,22.6,2,不错，很好用，洗了之后有香味
9.9,1,4.95,0,还没用，看着不错！试过之后会来追加评价的
18,2,18,2,好好好，给个理由
0,0,0,0,……………
0,0,0,0,用用再说
-8.8,-1,-8.8,-1,不怎么样呀！
6,1,6,1,还行
69.6,3,34.8,3,非常好的香皂洗过澡之后，会很舒服，沁香怡人！皮肤特别洁净！
5,0,5,0,东西看着还不错，还不知道效果怎么样。
9,1,9,1,还没用，闻着不错
-2.4,0,-2.4,0,还没用，不知效果怎么样，
-4.2,0,-4.2,0,还没用，闻着很刺鼻
21.78,2,21.78,2,味道好好闻，洗后感觉很干净！??
10.34,1,3.45,0,收到，味道很好！明早就试试，应该错不了！还有赠品呦！
0,0,0,0,第三次买了。！！！！！！
4,0,4,0,挺好用
3.3,0,3.3,0,还没用不知效果如何
0,0,0,0,为什么没送我起泡网。。。。
9,1,9,1,用了一次，感觉还不错
3,0,3,0,东西刚刚收到，先用用看效果怎样
0,0,0,0,。。。。。。。。。
-4,0,-4,0,没用过，不知道效果，用完，在评论
11,1,11,1,好用满意
40,3,40,3,哈哈哈哈哈哈哈哈哈哈
9,1,9,1,还没有用送的沐浴棉，包装还不错。
14,1,14,1,还没有用，还送了放香皂的垫子，看着挺好
25.4,3,8.47,1,还可以，好大的药味～用了很多天感觉很不错，虽然我没有痘痘????说这话不会被打吧?！哈哈
12,1,12,1,好好
2.11,0,2.11,0,没有什么作用的阐这么多天不见什么效果的
-8.2,-1,-8.2,-1,不好用，一点都不去油，假完了
9,1,9,1,不错
-3,0,-3,0,一般
0,0,0,0,还么使用，浓浓的草药味道。
-2.78,0,-2.78,0,快递哥服务真的很差，产品还没用，不知有无效果。
1.14,0,0.57,0,刚到，还没用……快递不是很快给个四星
0,0,0,0,可以
-7,-1,-7,-1,不知道效果怎样，就是有点贵，100克
0,0,0,0,还没用，等用过再评！
23.78,2,23.78,2,东西不错，物流也快，很满意！
0,0,0,0,xudhveidhjeieh
10.8,1,3.6,0,可以可以。有点效果。。不错的。。
9,1,9,1,京东商城的服务还是不错的。
6,1,6,1,挺好的
6,1,6,1,看着挺好的只不过还没有用
6,1,6,1,还好
3,0,3,0,作用是有点，都是效果不是很明显
11,1,11,1,没用，看起还行，老字号，相信。
0,0,0,0,晚上用用看
0,0,0,0,以后特价的东西不要买！东西和实物不一样？很小的东西！
0,0,0,0,111
0,0,0,0,今天到货，还没开始用，
6,1,6,1,看着挺好，用用看看！
0,0,0,0,还未使用，不知道效果怎么样，如果好用再追加吧。
-4.4,0,-4.4,0,味道一般般吧，还得试一段时间才知道有无效果
16,2,16,2,今天刚拿到，季德胜牌子很硬，希望东西也不错。
0,0,0,0,刚收到，先用用再说
0,0,0,0,感觉还可以
28.4,3,14.2,1,看起来还不错，希望除螨效果会很好！还有送的皂盒，洗澡巾很好
2.2,0,1.1,0,刚收到，还没试用。感觉挺难为邮政物流的，胶布根本没粘牢封口都能保证商品不漏掉，反正肥皂没少。
32.54,3,10.85,1,发货时间还算不错，包装很精致！还没有用，感觉还行吧！中药的味道很浓！
13.8,1,13.8,1,皮肤确实好了很多，他脸上的皮屑也没了，好东西！
6,1,6,1,还好吧
10,1,10,1,好好用
0,0,0,0,价格虽高但品质确实也高
3,0,3,0,已收货，试试效果再来评
14.9,1,14.9,1,有种淡淡的中药味道，效果有待考证，给个好评先！
-5.28,-1,-5.28,-1,没有想象和评论的那么好，第一次买块洗完了没有什么反应！！
15,1,15,1,看起来还是不错的，送了和洗澡用的东西谢谢
0,0,0,0,还可以！
12,1,12,1,用起来效果不错
0,0,0,0,物品已收到 还没用
8.4,1,8.4,1,很好，都没了
3.4,0,3.4,0,很好，价格贵点……
12,1,12,1,包装特别的好，能不能用，好不好用看以后的效果再追加评吧！
21,2,21,2,还不错，感觉挺好的，继续支持
0,0,0,0,等侍使用
12,1,12,1,还好还好哈
35.2,3,35.2,3,物流快，产品包装很精致，能够止痒太好了，我一次买两块，相信下次再购。
-2,0,-1,0,这个香皂确实挺贵。。还没用，不知道效果怎样
9,1,9,1,刚到手，还未使用，感谢商家付送小礼品
11.4,1,11.4,1,效果很好
43.8,3,43.8,3,香皂不错，价格合理，是我喜欢的那种，值得购买！
19.6,2,19.6,2,用着很好哦，很舒服
15.4,2,15.4,2,味道很好闻，除不除满不得而知，但愿有效果
0,0,0,0,还没开始用，待评
0,0,0,0,用了再评！
14,1,14,1,刚收到，闻着好香，功效用了在评价
12,1,12,1,品牌好，就是有点小贵，用起来还不错
14,1,14,1,正在使用当中 ，希望有效果吧
11.2,1,11.2,1,很香
31.2,3,31.2,3,使用方便，还送了小礼物，很方便，谢谢
0,0,0,0,可以可以非常可以。
0,0,0,0,收到收到
0,0,0,0,还没用，不知怎么样？
0,0,0,0,收到了，还没有用，试试吧
9,1,9,1,看起来不错
9.9,1,9.9,1,还没用，看着不错！
0,0,0,0,2016/4/29
14,1,14,1,刚收到还没使用，希望有效果
18.24,2,18.24,2,不错，很好！
0,0,0,0,还没用，不知有没有效。
24.2,2,24.2,2,货好，我很高兴。
-7.2,-1,-7.2,-1,还没用，不知道有效果没有
6.16,1,6.16,1,还没有用发货不是很快用了以后在追加评论吧，
17,2,17,2,味道挺好的，用用看看效果，还用小赠品
7,1,7,1,满意
78,3,78,3,好好好好好好好好好好好好好
8,1,8,1,期待中
3.7,0,1.23,0,我只能说不知道怎么回事！！反正以产品不服。希望能给个说话
28.6,3,28.6,3,包装看起来很不错  希望用了效果好~~~
3,0,3,0,用了一段时间，效果还可以
0,0,0,0,还算可以的啦
29.6,3,29.6,3,物美价廉，值得拥有，支持店家！
3.5,0,3.5,0,不错，小贵！
3,0,3,0,踏踏拒绝劳碌命哦SOHO揉你ion咯沟通
9,1,9,1,昨天洗澡用了，只用过一次，没什么感觉，我后背容易长小疙瘩，再过些天看看效果
-5.4,-1,-5.4,-1,一般吧，用了两次感觉不到什么效果
8.4,1,8.4,1,很好
21.4,2,21.4,2,还可以，不错快递很给力
0,0,0,0,还可以
6,1,6,1,还行吧
6,1,6,1,好
15,1,15,1,味道挺好闻，已经试过，还觉还不错。
6,1,6,1,好。。。。
0,0,0,0,儿子在用
37.24,3,37.24,3,马上试用了下，感觉舒适，香味自然，清洁效果很好！
3.2,0,1.6,0,痘痘不减  又多了  和3.5元的大众品牌没区别
0,0,0,0,还可以
15.6,2,15.6,2,耗费了那么多精力，牵一发动了全身，也不一定有结果，这和婚姻就不同，结婚是恋爱里最理智的一环，考虑的很多，很多情感之外的东西也囊括其中。
20.4,2,20.4,2,好好，东西很好，评价有京豆
5.72,1,5.72,1,就是用的太快了！！
8,1,8,1,挺香的，还没开始用
6,1,6,1,好
-2.4,0,-2.4,0,暂时 没有啥子效果
0,0,0,0,用了几次还可以，用完下次还要买，
12,1,12,1,东西蛮好的，有点淡淡香味。
48,3,48,3,好好好好好好好好，，
9,1,9,1,正在使用中东西还不错
0,0,0,0,刚开始用以后评价
9,1,9,1,不错啊
7.8,1,7.8,1,有点效果了，刚用几天非常OK
20,2,20,2,值得信赖
6,1,6,1,挺好
6,1,6,1,还行
7,1,7,1,物流速度快，晚上洗澡用了一次，具体效果有待见证
26.8,3,26.8,3,感觉效果很好，值得拥有！
9,1,9,1,已经使用，感觉还不错。
7,1,7,1,希望能够去螨～
0,0,0,0,还没用。
0,0,0,0,，
12,1,12,1,洗澡非常舒服
4,0,4,0,挺好用的
9,1,9,1,还不错。。。。。
9,1,9,1,味道还不错
-13.6,-1,-6.8,-1,不信，浪费钱！什么作业也没用！
-4,0,-4,0,第一次用，不知道效果如何。
-6.6,-1,-6.6,-1,用了，怎么洗完有点疼啊？
4,0,4,0,闻着香还不知道效果
3,0,1.5,0,晚上刚收到，等一下用用，看效果怎么样。再来追评
0,0,0,0,有股药味，用了段时间，痘还没消，继续用着看
-9.4,-1,-9.4,-1,没效果，假货啊
-4,0,-2,0,给弟弟买的！不知道效果怎么样
1.5,0,1.5,0,洗了一段时间再来评，有一点点效果。
24.4,2,12.2,1,效果不错，泡沫丰富。止痒祛痘、味道也很好闻
9.6,1,9.6,1,快递很快的
-4,0,-4,0,一般般的。。。
15,1,15,1,不错，好东西，但还没开始用
8.4,1,8.4,1,很好
8.4,1,8.4,1,很好，有点中药味！
9,1,9,1,刚到，还没用，看起还不错啦
9,1,9,1,还没试，反正看着不错
-4,0,-4,0,还没用 不知道效果怎么  等用了在说
0,0,0,0,还没用，，，，， ，，
6,1,6,1,挺好的
22,2,22,2,挺好用的，香味很清淡，就是效果不怎么明显
0,0,0,0,试后再追评
2.2,0,2.2,0,还没用不知道怎么样
